"Ctry_code"|"reg_code"|"reg_tl3"|"reg_tl3_label"
"US"|"US36021"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36023"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36025"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36027"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36029"|"US023"|"Buffalo-Niagara-Cattaraugus - Ny"
"US"|"US36031"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36033"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36035"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36037"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36039"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36041"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36043"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36045"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36047"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36049"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36051"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36053"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36055"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36057"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36059"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36061"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36063"|"US023"|"Buffalo-Niagara-Cattaraugus - Ny"
"US"|"US36065"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36067"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36069"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36071"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36073"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36075"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36077"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36079"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36081"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36083"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36085"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36087"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36089"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36091"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36093"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36095"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36097"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36099"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36101"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36103"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36105"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36107"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36109"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36111"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36113"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36115"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36117"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36119"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36121"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36123"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US37001"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37003"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37005"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37007"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37009"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37011"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37013"|"US067"|"Greenville - Nc"
"US"|"US37015"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37017"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37019"|"US115"|"Myrtle Beach-Conway-Georgetown - Sc"
"US"|"US37021"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37023"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37025"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37027"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37029"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37031"|"US067"|"Greenville - Nc"
"US"|"US37033"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37035"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37037"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37039"|"US011"|"Atlanta-Sandy Springs-Gainesville - Ga-Al"
"US"|"US37041"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37043"|"US011"|"Atlanta-Sandy Springs-Gainesville - Ga-Al"
"US"|"US37045"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37047"|"US115"|"Myrtle Beach-Conway-Georgetown - Sc"
"US"|"US37049"|"US067"|"Greenville - Nc"
"US"|"US37051"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37053"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37055"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37057"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37059"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37061"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37063"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37065"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37067"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37069"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37071"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37073"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37075"|"US011"|"Atlanta-Sandy Springs-Gainesville - Ga-Al"
"US"|"US37077"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37079"|"US067"|"Greenville - Nc"
"US"|"US37081"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37083"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37085"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37087"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37089"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37091"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37093"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37095"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37097"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37099"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37101"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37103"|"US067"|"Greenville - Nc"
"US"|"US37105"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37107"|"US067"|"Greenville - Nc"
"US"|"US37109"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37111"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37113"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37115"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37117"|"US067"|"Greenville - Nc"
"US"|"US37119"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37121"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37123"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37125"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37127"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37129"|"US115"|"Myrtle Beach-Conway-Georgetown - Sc"
"US"|"US37131"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37133"|"US067"|"Greenville - Nc"
"US"|"US37135"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37137"|"US067"|"Greenville - Nc"
"US"|"US37139"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37141"|"US115"|"Myrtle Beach-Conway-Georgetown - Sc"
"US"|"US37143"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37145"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37147"|"US067"|"Greenville - Nc"
"US"|"US37149"|"US068"|"Greenville-Spartanburg-Anderson - Sc"
"US"|"US37151"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37153"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37155"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37157"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37159"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37161"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37163"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37165"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37167"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37169"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37171"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37173"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37175"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37177"|"US173"|"Virginia Beach-Norfolk-Newport News - Va-Nc"
"US"|"US37179"|"US031"|"Charlotte-Gastonia-Salisbury - Nc-Sc"
"US"|"US37181"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37183"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37185"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37187"|"US067"|"Greenville - Nc"
"US"|"US37189"|"US010"|"Asheville-Brevard - Nc"
"US"|"US37191"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37193"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37195"|"US133"|"Raleigh-Durham-Cary - Nc"
"US"|"US37197"|"US066"|"Greensboro-Winston-Salem-High Point - Nc"
"US"|"US37199"|"US010"|"Asheville-Brevard - Nc"
"US"|"US38001"|"US001"|"Aberdeen - Sd"
"US"|"US38003"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38005"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US38007"|"US020"|"Bismarck - Nd"
"US"|"US38009"|"US110"|"Minot - Nd"
"US"|"US38011"|"US020"|"Bismarck - Nd"
"US"|"US38013"|"US110"|"Minot - Nd"
"US"|"US38015"|"US020"|"Bismarck - Nd"
"US"|"US38017"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38019"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US38021"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38023"|"US110"|"Minot - Nd"
"US"|"US38025"|"US020"|"Bismarck - Nd"
"US"|"US38027"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US38029"|"US020"|"Bismarck - Nd"
"US"|"US38031"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38033"|"US018"|"Billings - Mt"
"US"|"US38035"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US38037"|"US020"|"Bismarck - Nd"
"US"|"US38039"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38041"|"US020"|"Bismarck - Nd"
"US"|"US38043"|"US020"|"Bismarck - Nd"
"US"|"US38045"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38047"|"US020"|"Bismarck - Nd"
"US"|"US38049"|"US110"|"Minot - Nd"
"US"|"US38051"|"US020"|"Bismarck - Nd"
"US"|"US38053"|"US110"|"Minot - Nd"
"US"|"US38055"|"US020"|"Bismarck - Nd"
"US"|"US38057"|"US020"|"Bismarck - Nd"
"US"|"US38059"|"US020"|"Bismarck - Nd"
"US"|"US38061"|"US110"|"Minot - Nd"
"US"|"US38063"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US38065"|"US020"|"Bismarck - Nd"
"US"|"US38067"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US38069"|"US110"|"Minot - Nd"
"US"|"US38071"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US38073"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38075"|"US110"|"Minot - Nd"
"US"|"US38077"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38079"|"US110"|"Minot - Nd"
"US"|"US38081"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38083"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38085"|"US001"|"Aberdeen - Sd"
"US"|"US38087"|"US020"|"Bismarck - Nd"
"US"|"US38089"|"US020"|"Bismarck - Nd"
"US"|"US38091"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US38093"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38095"|"US110"|"Minot - Nd"
"US"|"US38097"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US38099"|"US063"|"Grand Forks - Nd-Mn"
"US"|"US38101"|"US110"|"Minot - Nd"
"US"|"US38103"|"US055"|"Fargo-Wahpeton - Nd-Mn"
"US"|"US38105"|"US110"|"Minot - Nd"
"US"|"US39001"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US39003"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39005"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39007"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39009"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39011"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39013"|"US129"|"Pittsburgh-New Castle - Pa"
"US"|"US39015"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US39017"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US39019"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39021"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39023"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39025"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US39027"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US39029"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39031"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39033"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39035"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39037"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39039"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39041"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39043"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39045"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39047"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39049"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39051"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39053"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39055"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39057"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39059"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39061"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US39063"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39065"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39067"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39069"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39071"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US39073"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39075"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39077"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39079"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39081"|"US129"|"Pittsburgh-New Castle - Pa"
"US"|"US39083"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39085"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39087"|"US029"|"Charleston - Wv"
"US"|"US39089"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39091"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39093"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39095"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39097"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39099"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39101"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39103"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39105"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39107"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39109"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39111"|"US129"|"Pittsburgh-New Castle - Pa"
"US"|"US39113"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39115"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39117"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39119"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39121"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39123"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39125"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39127"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39129"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39131"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39133"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39135"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39137"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39139"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39141"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39143"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39145"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39147"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39149"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39151"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39153"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39155"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39157"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39159"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39161"|"US044"|"Dayton-Springfield-Greenville - Oh"
"US"|"US39163"|"US040"|"Columbus-Marion-Chillicothe - Oh"
"US"|"US39165"|"US033"|"Cincinnati-Middletown-Wilmington - Oh-Ky-In"
"US"|"US39167"|"US029"|"Charleston - Wv"
"US"|"US39169"|"US035"|"Cleveland-Akron-Elyria - Oh"
"US"|"US39171"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39173"|"US166"|"Toledo-Fremont - Oh"
"US"|"US39175"|"US166"|"Toledo-Fremont - Oh"
"US"|"US40001"|"US057"|"Fayetteville-Springdale-Rogers - Ar-Mo"
"US"|"US40003"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40005"|"US042"|"Dallas-Fort Worth - Tx"
"US"|"US40007"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40009"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40011"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40013"|"US042"|"Dallas-Fort Worth - Tx"
"US"|"US40015"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40017"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40019"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40021"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40023"|"US042"|"Dallas-Fort Worth - Tx"
"US"|"US40025"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40027"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40029"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40031"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40033"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40035"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40037"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40039"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40041"|"US057"|"Fayetteville-Springdale-Rogers - Ar-Mo"
"US"|"US40043"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40045"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40047"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40049"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40051"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40053"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40055"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40057"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40059"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40061"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40063"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40065"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40067"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40069"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40071"|"US179"|"Wichita-Winfield - Ks"
"US"|"US40073"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40075"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40077"|"US059"|"Fort Smith - Ar-Ok"
"US"|"US40079"|"US059"|"Fort Smith - Ar-Ok"
"US"|"US40081"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40083"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40085"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40087"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40089"|"US165"|"Texarkana - Tx-Texarkana - Ar"
"US"|"US40091"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40093"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40095"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40097"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40099"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40101"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40103"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40105"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40107"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40109"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40111"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40113"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40115"|"US083"|"Joplin - Mo"
"US"|"US40117"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40119"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40121"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40123"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40125"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40127"|"US042"|"Dallas-Fort Worth - Tx"
"US"|"US40129"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40131"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40133"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40135"|"US059"|"Fort Smith - Ar-Ok"
"US"|"US40137"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40139"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40141"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40143"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40145"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40147"|"US170"|"Tulsa-Bartlesville - Ok"
"US"|"US40149"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40151"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US40153"|"US119"|"Oklahoma City-Shawnee - Ok"
"US"|"US41001"|"US124"|"Pendleton-Hermiston - Or"
"US"|"US41003"|"US131"|"Portland-Vancouver-Beaverton - Or-Wa"
"US"|"US41005"|"US131"|"Portland-Vancouver-Beaverton - Or-Wa"
"US"|"US41007"|"US131"|"Portland-Vancouver-Beaverton - Or-Wa"
"US"|"US41009"|"US131"|"Portland-Vancouver-Beaverton - Or-Wa"
"US"|"US41011"|"US053"|"Eugene-Springfield - Or"
"US"|"US41013"|"US017"|"Bend-Prineville - Or"
"US"|"US41015"|"US146"|"San Jose-San Francisco-Oakland - Ca"
"US"|"US41017"|"US017"|"Bend-Prineville - Or"
"US"|"US41019"|"US053"|"Eugene-Springfield - Or"
"US"|"US41021"|"US124"|"Pendleton-Hermiston - Or"
"US"|"US41023"|"US124"|"Pendleton-Hermiston - Or"
"US"|"US41025"|"US017"|"Bend-Prineville - Or"
"US"|"US41027"|"US131"|"Portland-Vancouver-Beaverton - Or-Wa"
"US"|"US41029"|"US053"|"Eugene-Springfield - Or"
"US"|"US41031"|"US017"|"Bend-Prineville - Or"
"US"|"US41033"|"US053"|"Eugene-Springfield - Or"
"US"|"US41035"|"US135"|"Redding - Ca"
"US"|"US41037"|"US017"|"Bend-Prineville - Or"
"US"|"US41039"|"US053"|"Eugene-Springfield - Or"
"US"|"US41041"|"US131"|"Portland-Vancouver-Beaverton - Or-Wa"
"US"|"US41043"|"US131"|"Portland-Vancouver-Beaverton - Or-Wa"
"US"|"US41045"|"US021"|"Boise City-Nampa - Id"
"US"|"US41047"|"US131"|"Portland-Vancouver-Beaverton - Or-Wa"
"US"|"US41049"|"US124"|"Pendleton-Hermiston - Or"
